ACCx,ACCy,ACCz,GYROx,GYROy,GYROz,Magx,Magy,Magz,时间[yyyy-mm-dd|hh:mm:ss.ss]
加速度分辨率: 16384LBS/g,陀螺仪分辨率: 32.8LBS/dps
0,0,0,5,0,3,259,521,278,2016/8/6|23:04:24.27
0,0,0,5,0,3,268,521,284,2016/8/6|23:04:24.29
0,0,0,5,0,4,279,521,291,2016/8/6|23:04:24.43
0,0,0,5,0,4,271,0,285,2016/8/6|23:04:24.60
0,0,0,5,0,5,256,0,279,2016/8/6|23:04:24.75
0,0,0,5,0,5,251,312,281,2016/8/6|23:04:24.89
0,0,0,5,0,2,253,209,282,2016/8/6|23:04:24.98
0,0,0,5,0,2,253,209,281,2016/8/6|23:04:24.116
0,0,0,5,0,1,250,209,280,2016/8/6|23:04:24.125
0,0,0,0,0,0,236,0,274,2016/8/6|23:04:24.146
0,0,0,0,0,0,226,0,268,2016/8/6|23:04:24.154
0,0,0,0,0,0,230,312,269,2016/8/6|23:04:24.176
0,0,0,0,0,0,235,104,271,2016/8/6|23:04:24.183
0,0,0,0,0,0,230,104,267,2016/8/6|23:04:24.199
0,0,0,0,0,0,223,104,263,2016/8/6|23:04:24.214
0,0,0,0,0,0,218,209,262,2016/8/6|23:04:24.229
0,0,0,0,0,0,217,209,261,2016/8/6|23:04:24.245
0,0,0,0,0,0,212,104,257,2016/8/6|23:04:24.260
0,0,0,0,0,0,211,209,253,2016/8/6|23:04:24.274
0,0,0,0,0,0,215,209,252,2016/8/6|23:04:24.301
0,0,0,0,0,0,208,209,250,2016/8/6|23:04:24.302
0,0,0,0,0,0,199,312,251,2016/8/6|23:04:24.317
0,0,0,0,0,0,202,312,252,2016/8/6|23:04:24.352
0,0,0,0,0,0,202,104,248,2016/8/6|23:04:24.352
0,0,0,0,0,0,190,104,244,2016/8/6|23:04:24.361
0,0,0,0,0,0,172,104,240,2016/8/6|23:04:24.391
0,0,0,0,0,0,169,104,236,2016/8/6|23:04:24.402
0,0,0,0,0,-1,182,312,237,2016/8/6|23:04:24.402
0,0,0,0,0,-3,187,312,238,2016/8/6|23:04:24.436
0,0,0,0,0,-4,187,312,239,2016/8/6|23:04:24.445
0,0,0,0,0,-4,190,104,240,2016/8/6|23:04:24.467
0,0,0,0,0,-4,185,104,236,2016/8/6|23:04:24.473
0,0,0,0,0,-5,187,104,232,2016/8/6|23:04:24.492
0,0,0,0,0,-5,200,312,233,2016/8/6|23:04:24.515
0,0,0,0,0,-5,205,312,234,2016/8/6|23:04:24.538
0,0,0,0,0,-5,209,417,237,2016/8/6|23:04:24.555
0,0,0,0,0,-5,220,209,240,2016/8/6|23:04:24.556
0,0,0,0,0,-5,224,209,239,2016/8/6|23:04:24.563
0,0,0,0,0,-2,226,209,238,2016/8/6|23:04:24.592
0,0,0,0,0,-2,230,312,239,2016/8/6|23:04:24.592
0,0,0,0,0,-1,237,312,240,2016/8/6|23:04:24.608
0,0,0,0,0,0,246,312,241,2016/8/6|23:04:24.620
0,0,0,0,0,0,252,209,242,2016/8/6|23:04:24.635
0,0,0,0,0,0,252,209,241,2016/8/6|23:04:24.658
0,0,0,0,0,0,249,209,239,2016/8/6|23:04:24.663
0,0,0,0,0,0,254,417,243,2016/8/6|23:04:24.680
0,0,0,0,0,0,264,417,246,2016/8/6|23:04:24.697
0,0,0,0,0,0,264,104,243,2016/8/6|23:04:24.705
0,0,0,0,0,0,264,104,239,2016/8/6|23:04:24.724
0,0,0,0,0,0,264,104,236,2016/8/6|23:04:24.740
0,0,0,0,0,0,258,104,232,2016/8/6|23:04:24.749
0,0,0,0,0,0,263,417,236,2016/8/6|23:04:24.786
0,0,0,0,0,0,267,417,239,2016/8/6|23:04:24.786
0,0,0,0,0,0,258,104,236,2016/8/6|23:04:24.800
0,0,0,0,0,0,255,209,232,2016/8/6|23:04:24.814
0,0,0,0,0,0,260,209,231,2016/8/6|23:04:24.824
0,0,0,0,0,0,259,209,230,2016/8/6|23:04:24.851
0,0,0,0,0,0,259,312,231,2016/8/6|23:04:24.852
0,0,0,0,0,0,256,312,232,2016/8/6|23:04:24.882
0,0,0,0,0,0,251,312,234,2016/8/6|23:04:24.905
0,0,0,0,0,0,252,209,235,2016/8/6|23:04:24.905
0,0,0,0,0,0,252,209,234,2016/8/6|23:04:24.925
0,0,0,0,0,0,250,209,233,2016/8/6|23:04:24.945
0,0,0,0,0,0,241,104,229,2016/8/6|23:04:24.973
0,0,0,0,0,0,232,104,226,2016/8/6|23:04:24.974
0,0,0,0,0,0,218,0,220,2016/8/6|23:04:24.990
0,0,0,0,0,0,208,104,214,2016/8/6|23:04:25.10
0,0,0,0,0,-1,203,104,211,2016/8/6|23:04:25.27
0,0,0,0,0,-3,193,104,207,2016/8/6|23:04:25.35
0,0,0,0,0,-4,171,-103,199,2016/8/6|23:04:25.65
0,0,0,0,0,-6,157,-103,191,2016/8/6|23:04:25.65
0,0,0,0,0,-7,157,104,187,2016/8/6|23:04:25.78
0,0,0,0,0,-8,157,104,183,2016/8/6|23:04:25.90
0,0,0,0,0,-8,157,104,180,2016/8/6|23:04:25.98
0,0,0,0,0,-9,148,104,176,2016/8/6|23:04:25.124
0,0,0,0,0,-9,144,312,177,2016/8/6|23:04:25.136
0,0,0,0,0,-10,148,312,178,2016/8/6|23:04:25.146
0,0,0,0,0,-10,148,104,175,2016/8/6|23:04:25.155
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.162
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.172
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.181
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.196
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.212
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.226
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.240
0,0,0,-9,0,0,0,0,0,2016/8/6|23:05:06.256
0,0,0,-9,0,0,0,0,0,2016/8/6|23:05:06.270
0,0,0,-9,0,0,0,0,0,2016/8/6|23:05:06.287
0,0,0,-9,0,0,0,0,0,2016/8/6|23:05:06.296
0,0,0,-9,0,0,0,0,0,2016/8/6|23:05:06.313
0,0,0,-9,0,0,0,0,0,2016/8/6|23:05:06.327
0,0,0,-9,0,0,0,0,0,2016/8/6|23:05:06.344
0,0,0,-7,0,0,0,0,0,2016/8/6|23:05:06.368
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.372
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.388
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.405
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.419
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.428
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.448
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.470
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.473
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.493
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.515
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.533
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.535
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.554
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.580
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.597
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.609
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.621
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.652
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.666
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.666
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.683
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.689
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.705
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.726
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.734
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.750
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.763
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.789
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.807
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.811
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.827
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.835
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.852
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.872
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.878
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.900
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.910
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.931
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.945
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.960
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.971
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:06.988
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.0
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.11
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.44
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.89
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.89
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.89
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.105
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.117
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.130
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.140
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.156
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.173
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.183
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.199
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.218
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.228
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.246
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.258
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.275
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.286
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.302
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.318
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.335
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.347
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.363
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.375
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.392
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.407
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.416
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.443
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.470
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.470
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.480
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.504
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.529
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.530
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.550
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.570
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.589
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.600
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.614
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.622
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.633
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.648
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.668
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.677
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.697
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.712
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.722
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.739
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.759
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.767
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.784
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.804
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.809
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.827
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.839
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.856
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.879
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.884
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.903
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.910
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.930
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.955
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.977
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:07.993
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.1
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.19
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.37
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.51
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.60
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.83
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.100
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.103
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.118
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.124
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.147
0,0,0,0,0,0,0,0,0,2016/8/6|23:05:08.162
0,0,0,0,0,0,8,312,0,2016/8/6|23:05:08.177
0,0,0,0,0,0,22,312,0,2016/8/6|23:05:08.192
0,0,0,0,0,0,35,312,0,2016/8/6|23:05:08.204
0,0,0,0,0,0,49,312,0,2016/8/6|23:05:08.220
0,0,0,0,0,0,59,209,0,2016/8/6|23:05:08.244
0,0,0,0,0,0,68,209,0,2016/8/6|23:05:08.256
0,0,0,0,0,0,74,104,0,2016/8/6|23:05:08.266
0,0,0,0,0,0,78,104,0,2016/8/6|23:05:08.276
0,0,0,0,0,0,86,209,0,2016/8/6|23:05:08.293
0,0,0,0,0,0,95,209,0,2016/8/6|23:05:08.331
0,0,0,0,0,0,98,0,0,2016/8/6|23:05:08.331
0,0,0,0,0,0,98,0,0,2016/8/6|23:05:08.345
0,0,0,0,0,0,98,0,0,2016/8/6|23:05:08.354
0,0,0,0,0,0,98,0,0,2016/8/6|23:05:08.364
0,0,0,0,0,0,95,-103,0,2016/8/6|23:05:08.390
0,0,0,0,0,0,90,-103,0,2016/8/6|23:05:08.403
0,0,0,0,0,0,89,0,0,2016/8/6|23:05:08.448
0,0,0,0,0,0,89,0,0,2016/8/6|23:05:08.448
0,0,0,0,0,0,89,0,0,2016/8/6|23:05:08.467
0,0,0,0,0,0,89,0,0,2016/8/6|23:05:08.467
0,0,0,0,0,0,86,-103,0,2016/8/6|23:05:08.488
0,0,0,0,0,0,82,-103,0,2016/8/6|23:05:08.499
0,0,0,0,0,0,80,0,0,2016/8/6|23:05:08.523
0,0,0,0,0,0,76,0,0,2016/8/6|23:05:08.534
0,0,0,0,0,0,65,104,0,2016/8/6|23:05:08.545
0,0,0,0,0,0,56,104,0,2016/8/6|23:05:08.562
0,0,0,0,0,0,50,209,0,2016/8/6|23:05:08.594
0,0,0,0,0,0,47,209,0,2016/8/6|23:05:08.594
0,0,0,0,0,0,44,104,0,2016/8/6|23:05:08.604
0,0,0,0,0,0,41,104,0,2016/8/6|23:05:08.612
0,0,0,0,0,0,36,-103,0,2016/8/6|23:05:08.623
0,0,0,0,0,0,25,-103,0,2016/8/6|23:05:08.648
0,0,0,0,0,0,21,209,0,2016/8/6|23:05:08.661
0,0,0,0,0,0,24,209,0,2016/8/6|23:05:08.670
0,0,0,0,0,0,24,-103,0,2016/8/6|23:05:08.681
0,0,0,0,0,0,19,-103,0,2016/8/6|23:05:08.703
0,0,0,5,0,0,21,104,0,2016/8/6|23:05:08.735
0,0,0,5,0,0,27,104,0,2016/8/6|23:05:08.736
0,0,0,5,0,0,27,-208,0,2016/8/6|23:05:08.753
0,0,0,5,0,0,21,-208,0,2016/8/6|23:05:08.758
0,0,0,5,0,0,18,0,0,2016/8/6|23:05:08.796
0,0,0,5,0,0,18,0,0,2016/8/6|23:05:08.797
0,0,0,5,0,0,21,104,0,2016/8/6|23:05:08.812
0,0,0,5,0,0,27,104,0,2016/8/6|23:05:08.815
0,0,0,5,0,0,36,104,0,2016/8/6|23:05:08.835
0,0,0,6,0,0,43,104,0,2016/8/6|23:05:08.863
0,0,0,6,0,0,41,-103,0,2016/8/6|23:05:08.863
0,0,0,6,0,0,36,-103,0,2016/8/6|23:05:08.880
0,0,0,6,0,0,27,-103,0,2016/8/6|23:05:08.895
0,0,0,6,0,0,16,-103,0,2016/8/6|23:05:08.903
0,0,0,6,0,0,-2,-312,0,2016/8/6|23:05:08.924
0,0,0,6,0,0,-23,-312,0,2016/8/6|23:05:08.958
0,0,0,6,0,0,-26,209,0,2016/8/6|23:05:08.967
0,0,0,6,0,0,-18,209,0,2016/8/6|23:05:08.983
0,0,0,7,0,0,-2,312,0,2016/8/6|23:05:09.11
0,0,0,7,0,0,10,312,0,2016/8/6|23:05:09.12
0,0,0,7,0,0,9,104,0,2016/8/6|23:05:09.27
0,0,0,7,0,0,9,104,0,2016/8/6|23:05:09.43
0,0,0,7,0,0,15,0,0,2016/8/6|23:05:09.70
0,0,0,7,0,0,16,0,0,2016/8/6|23:05:09.71
0,0,0,7,0,0,12,0,0,2016/8/6|23:05:09.82
0,0,0,7,0,0,12,0,0,2016/8/6|23:05:09.89
0,0,0,7,0,0,18,-103,0,2016/8/6|23:05:09.108
0,0,0,7,0,0,19,-103,0,2016/8/6|23:05:09.118
0,0,0,8,0,0,15,-103,-3,2016/8/6|23:05:09.146
0,0,0,8,0,0,9,-103,-5,2016/8/6|23:05:09.171
0,0,0,8,0,0,9,209,-3,2016/8/6|23:05:09.171
0,0,0,8,0,0,13,209,1,2016/8/6|23:05:09.184
0,0,0,8,0,0,12,0,3,2016/8/6|23:05:09.198
0,0,0,8,0,0,10,0,3,2016/8/6|23:05:09.209
0,0,0,8,0,0,21,209,6,2016/8/6|23:05:09.235
0,0,0,8,0,0,34,209,11,2016/8/6|23:05:09.247
0,0,0,8,0,0,50,312,17,2016/8/6|23:05:09.264
0,0,0,8,0,0,71,312,25,2016/8/6|23:05:09.268
0,0,0,8,0,0,89,0,27,2016/8/6|23:05:09.280
0,0,0,8,0,1,95,0,28,2016/8/6|23:05:09.310
0,0,0,9,0,3,89,104,30,2016/8/6|23:05:09.323
0,0,0,9,0,4,83,104,32,2016/8/6|23:05:09.328
0,0,0,9,0,5,65,-208,30,2016/8/6|23:05:09.343
0,0,0,9,0,6,46,-208,26,2016/8/6|23:05:09.352
0,0,0,9,0,6,41,104,26,2016/8/6|23:05:09.374
0,0,0,9,0,6,43,104,29,2016/8/6|23:05:09.401
0,0,0,9,0,6,41,-103,28,2016/8/6|23:05:09.417
0,0,0,9,0,6,37,-103,26,2016/8/6|23:05:09.417
0,0,0,9,0,5,48,417,32,2016/8/6|23:05:09.460
0,0,0,9,0,5,67,417,42,2016/8/6|23:05:09.471
0,0,0,9,0,6,74,-103,44,2016/8/6|23:05:09.477
0,0,0,10,0,6,74,-103,42,2016/8/6|23:05:09.490
0,0,0,10,0,7,80,104,43,2016/8/6|23:05:09.506
0,0,0,10,0,7,85,104,45,2016/8/6|23:05:09.534
0,0,0,10,0,8,80,104,48,2016/8/6|23:05:09.550
0,0,0,10,0,8,79,104,50,2016/8/6|23:05:09.552
0,0,0,10,0,8,77,-103,50,2016/8/6|23:05:09.570
0,0,0,10,0,8,70,-103,48,2016/8/6|23:05:09.571
0,0,0,10,0,8,65,209,50,2016/8/6|23:05:09.585
0,0,0,10,0,8,64,209,55,2016/8/6|23:05:09.603
0,0,0,10,0,8,53,0,57,2016/8/6|23:05:09.613
0,0,0,10,0,9,45,0,57,2016/8/6|23:05:09.642
0,0,0,10,0,9,45,0,57,2016/8/6|23:05:09.642
0,0,0,11,0,9,43,0,58,2016/8/6|23:05:09.662
0,0,0,11,0,9,42,104,59,2016/8/6|23:05:09.672
0,0,0,11,0,9,46,104,62,2016/8/6|23:05:09.697
0,0,0,11,0,9,59,104,64,2016/8/6|23:05:09.710
0,0,0,11,0,9,68,104,66,2016/8/6|23:05:09.717
0,0,0,11,0,9,62,-103,66,2016/8/6|23:05:09.735
0,0,0,11,0,9,56,-103,63,2016/8/6|23:05:09.760
0,0,0,11,0,9,62,104,64,2016/8/6|23:05:09.772
0,0,0,11,0,9,64,104,66,2016/8/6|23:05:09.780
0,0,0,11,0,9,47,0,67,2016/8/6|23:05:09.791
0,0,0,11,0,9,37,0,67,2016/8/6|23:05:09.806
0,0,0,11,0,9,35,-208,64,2016/8/6|23:05:09.824
0,0,0,12,0,9,28,-208,59,2016/8/6|23:05:09.853
0,0,0,12,0,8,21,0,57,2016/8/6|23:05:09.869
0,0,0,12,0,8,16,0,56,2016/8/6|23:05:09.869
0,0,0,12,0,7,15,104,58,2016/8/6|23:05:09.891
0,0,0,12,0,7,18,104,60,2016/8/6|23:05:09.913
0,0,0,12,0,6,26,104,62,2016/8/6|23:05:09.928
0,0,0,12,0,6,31,104,64,2016/8/6|23:05:09.936
0,0,0,12,0,6,23,0,64,2016/8/6|23:05:09.954
0,0,0,12,0,6,17,0,63,2016/8/6|23:05:09.973
0,0,0,12,0,6,23,209,66,2016/8/6|23:05:09.989
0,0,0,12,0,6,32,209,70,2016/8/6|23:05:10.1
0,0,0,12,0,6,38,104,73,2016/8/6|23:05:10.9
0,0,0,12,0,7,41,104,75,2016/8/6|23:05:10.22
0,0,0,12,0,7,35,-103,74,2016/8/6|23:05:10.38
0,0,0,12,0,7,26,-103,71,2016/8/6|23:05:10.57
0,0,0,12,0,8,27,209,73,2016/8/6|23:05:10.58
0,0,0,13,0,7,34,209,77,2016/8/6|23:05:10.80
0,0,0,13,0,7,44,104,80,2016/8/6|23:05:10.111
0,0,0,13,0,8,50,104,82,2016/8/6|23:05:10.111
0,0,0,13,0,8,41,-208,79,2016/8/6|23:05:10.135
0,0,0,13,0,8,29,-208,74,2016/8/6|23:05:10.144
0,0,0,13,0,8,35,312,76,2016/8/6|23:05:10.176
0,0,0,13,0,8,52,312,82,2016/8/6|23:05:10.176
0,0,0,13,0,7,68,104,86,2016/8/6|23:05:10.189
0,0,0,13,0,7,79,104,88,2016/8/6|23:05:10.201
0,0,0,13,0,8,83,104,89,2016/8/6|23:05:10.213
0,0,0,13,0,8,86,104,91,2016/8/6|23:05:10.229
0,0,0,13,0,8,86,104,93,2016/8/6|23:05:10.241
0,0,0,13,0,9,86,104,94,2016/8/6|23:05:10.262
0,0,0,13,0,9,89,209,98,2016/8/6|23:05:10.277
0,0,0,13,0,9,95,209,102,2016/8/6|23:05:10.284
0,0,0,13,0,9,101,104,104,2016/8/6|23:05:10.326
0,0,0,13,0,9,102,104,106,2016/8/6|23:05:10.326
0,0,0,13,0,10,95,0,106,2016/8/6|23:05:10.341
0,0,0,13,0,10,87,0,105,2016/8/6|23:05:10.383
0,0,0,13,0,10,86,104,106,2016/8/6|23:05:10.383
0,0,0,13,0,10,89,104,108,2016/8/6|23:05:10.397
0,0,0,14,0,10,107,417,114,2016/8/6|23:05:10.406
0,0,0,14,0,10,125,417,122,2016/8/6|23:05:10.423
0,0,0,14,0,10,128,209,128,2016/8/6|23:05:10.435
0,0,0,14,0,11,129,209,132,2016/8/6|23:05:10.459
0,0,0,14,0,11,128,0,133,2016/8/6|23:05:10.479
0,0,0,14,0,12,128,0,132,2016/8/6|23:05:10.485
0,0,0,14,0,12,139,104,133,2016/8/6|23:05:10.493
0,0,0,14,0,12,145,104,134,2016/8/6|23:05:10.521
0,0,0,14,0,13,133,0,134,2016/8/6|23:05:10.521
0,0,0,14,0,13,123,0,133,2016/8/6|23:05:10.532
0,0,0,14,0,13,122,104,133,2016/8/6|23:05:10.546
0,0,0,14,0,13,122,104,135,2016/8/6|23:05:10.558
0,0,0,14,0,13,116,-103,133,2016/8/6|23:05:10.599
0,0,0,14,0,13,107,-103,129,2016/8/6|23:05:10.599
0,0,0,14,0,12,95,-208,124,2016/8/6|23:05:10.610
0,0,0,14,0,12,80,-208,118,2016/8/6|23:05:10.620
0,0,0,14,0,11,68,0,115,2016/8/6|23:05:10.642
0,0,0,14,0,10,61,0,113,2016/8/6|23:05:10.648
0,0,0,14,0,8,59,104,113,2016/8/6|23:05:10.684
0,0,0,14,0,8,61,104,114,2016/8/6|23:05:10.684
0,0,0,14,0,7,65,104,115,2016/8/6|23:05:10.695
0,0,0,15,0,6,68,104,115,2016/8/6|23:05:10.709
0,0,0,15,0,6,65,0,114,2016/8/6|23:05:10.721
0,0,0,15,0,6,56,0,113,2016/8/6|23:05:10.736
0,0,0,15,0,6,35,-103,109,2016/8/6|23:05:10.763
0,0,0,15,0,5,16,-103,105,2016/8/6|23:05:10.767
0,0,0,15,0,3,9,104,104,2016/8/6|23:05:10.782
0,0,0,14,0,2,7,104,105,2016/8/6|23:05:10.810
0,0,0,14,0,1,3,-208,100,2016/8/6|23:05:10.831
0,0,0,14,0,0,-7,-208,94,2016/8/6|23:05:10.832
0,0,0,14,0,0,-14,0,90,2016/8/6|23:05:10.854
0,0,0,14,0,0,-17,0,88,2016/8/6|23:05:10.870
0,0,0,14,0,0,-14,104,87,2016/8/6|23:05:10.885
0,0,0,14,0,0,-11,104,88,2016/8/6|23:05:10.906
0,0,0,14,0,0,-17,-103,85,2016/8/6|23:05:10.917
0,0,0,14,0,0,-23,-103,80,2016/8/6|23:05:10.926
0,0,0,14,0,0,-20,0,77,2016/8/6|23:05:10.957
0,0,0,14,0,0,-14,0,75,2016/8/6|23:05:10.969
0,0,0,14,0,0,-5,0,73,2016/8/6|23:05:10.979
0,0,0,14,0,0,0,0,71,2016/8/6|23:05:10.985
0,0,0,14,0,0,0,0,68,2016/8/6|23:05:11.20
0,0,0,14,0,0,-1,0,66,2016/8/6|23:05:11.20
0,0,0,14,0,0,0,209,67,2016/8/6|23:05:11.31
0,0,0,14,0,0,4,209,69,2016/8/6|23:05:11.46
0,0,0,14,0,0,6,104,70,2016/8/6|23:05:11.53
0,0,0,14,0,0,7,104,71,2016/8/6|23:05:11.70
0,0,0,14,0,0,3,-208,66,2016/8/6|23:05:11.99
0,0,0,14,0,0,-4,-208,59,2016/8/6|23:05:11.100
0,0,0,14,0,0,0,104,57,2016/8/6|23:05:11.116
0,0,0,14,0,-1,6,104,57,2016/8/6|23:05:11.128
0,0,0,13,0,-3,6,104,57,2016/8/6|23:05:11.159
0,0,0,13,0,-4,10,104,58,2016/8/6|23:05:11.160
0,0,0,13,0,-5,26,209,59,2016/8/6|23:05:11.187
0,0,0,13,0,-5,41,209,62,2016/8/6|23:05:11.191
0,0,0,13,0,-3,47,104,63,2016/8/6|23:05:11.200
0,0,0,13,0,-2,50,104,63,2016/8/6|23:05:11.224
